Badacz,Respondent,1 numer odp.,1 komentarz,1 odp. opis.,2 numer odp.,2 komentarz,2 odp. opis.,3 numer odp.,3 komentarz,3 odp. opis.,3 numer odp.,3 komentarz,3 odp. opis.,4 numer odp.,4 komentarz,4 odp. opis.,4 numer odp.,4 komentarz,4 odp. opis.,4A numer odp.,4A komentarz,4A odp. opis.,4B numer odp.,4B komentarz,4B odp. opis.,5 numer odp.,5 komentarz,5 odp. opis.,5 numer odp.,5 komentarz,5 odp. opis.,5A numer odp.,5A komentarz,5A odp. opis.,5B numer odp.,5B komentarz,5B odp. opis.,6 numer odp.,6 komentarz,6 odp. opis.,6 numer odp.,6 komentarz,6 odp. opis.,6A numer odp.,6A komentarz,6A odp. opis.,6B numer odp.,6B komentarz,6B odp. opis.,7 numer odp.,7 komentarz,7 odp. opis.,7 numer odp.,7 komentarz,7 odp. opis.,7A numer odp.,7A komentarz,7A odp. opis.,7B numer odp.,7B komentarz,7B odp. opis.,8 numer odp.,8 komentarz,8 odp. opis.,8 numer odp.,8 komentarz,8 odp. opis.,8A numer odp.,8A komentarz,8A odp. opis.,8B numer odp.,8B komentarz,8B odp. opis.,9 numer odp.,9 komentarz,9 odp. opis.,9 numer odp.,9 komentarz,9 odp. opis.,9A numer odp.,9A komentarz,9A odp. opis.,9B numer odp.,9B komentarz,9B odp. opis.,10 numer odp.,10 komentarz,10 odp. opis.,10 numer odp.,10 komentarz,10 odp. opis.,10A numer odp.,10A komentarz,10A odp. opis.,10B numer odp.,10B komentarz,10B odp. opis.,11 numer odp.,11 komentarz,11 odp. opis.,11 numer odp.,11 komentarz,11 odp. opis.,11A numer odp.,11A komentarz,11A odp. opis.,11B numer odp.,11B komentarz,11B odp. opis.,12 numer odp.,12 komentarz,12 odp. opis.,12 numer odp.,12 komentarz,12 odp. opis.,12A numer odp.,12A komentarz,12A odp. opis.,12B numer odp.,12B komentarz,12B odp. opis.,13 numer odp.,13 komentarz,13 odp. opis.,13 numer odp.,13 komentarz,13 odp. opis.,13A numer odp.,13A komentarz,13A odp. opis.,13B numer odp.,13B komentarz,13B odp. opis.,14 numer odp.,14 komentarz,14 odp. opis.,14 numer odp.,14 komentarz,14 odp. opis.,14 numer odp.,14 komentarz,14 odp. opis.,14A numer odp.,14A komentarz,14A odp. opis.,14B numer odp.,14B komentarz,14B odp. opis.,15 numer odp.,15 komentarz,15 odp. opis.,15 numer odp.,15 komentarz,15 odp. opis.,15 numer odp.,15 komentarz,15 odp. opis.,15A numer odp.,15A komentarz,15A odp. opis.,15B numer odp.,15B komentarz,15B odp. opis.,16 numer odp.,16 komentarz,16 odp. opis.,16 numer odp.,16 komentarz,16 odp. opis.,16 numer odp.,16 komentarz,16 odp. opis.,16A numer odp.,16A komentarz,16A odp. opis.,16B numer odp.,16B komentarz,16B odp. opis.,17 numer odp.,17 komentarz,17 odp. opis.,17 numer odp.,17 komentarz,17 odp. opis.,17 numer odp.,17 komentarz,17 odp. opis.,17A numer odp.,17A komentarz,17A odp. opis.,17B numer odp.,17B komentarz,17B odp. opis.,18 numer odp.,18 komentarz,18 odp. opis.,18 numer odp.,18 komentarz,18 odp. opis.,18 numer odp.,18 komentarz,18 odp. opis.,18A numer odp.,18A komentarz,18A odp. opis.,18B numer odp.,18B komentarz,18B odp. opis.,19 numer odp.,19 komentarz,19 odp. opis.,19 numer odp.,19 komentarz,19 odp. opis.,19 numer odp.,19 komentarz,19 odp. opis.,19A numer odp.,19A komentarz,19A odp. opis.,19B numer odp.,19B komentarz,19B odp. opis.,20 numer odp.,20 komentarz,20 odp. opis.,20 numer odp.,20 komentarz,20 odp. opis.,20 numer odp.,20 komentarz,20 odp. opis.,20A numer odp.,20A komentarz,20A odp. opis.,20B numer odp.,20B komentarz,20B odp. opis.,21 numer odp.,21 komentarz,21 odp. opis.,21A numer odp.,21A komentarz,21A odp. opis.,21B numer odp.,21B komentarz,21B odp. opis.
Joanna Kasicka,JoaKas01,A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",B,"","",B,"","",B,"",Zasiłki z MOPS okresowy i celowy m.in. zakup żywności.,B,"",Zasiłki z MOPS okresowy i celowy m.in. zakup żywności.,C,"","",C,"","",F,"","",F,"","",F,Odpowiedź jak w pytaniu 5,"",F,Odpowiedź jak w pytaniu 5,"",A,"","",A,"","",M,"","",AFJ,"","","","",Wysokie ceny podstawowych produktów,A,"","","",Wypadek śmiertelny członka rodziny,Nie możność pogodzenia się ze stratą bliskiej osoby.,A,"",Ocena pozytywna.,B,"",Ocena pozytywna.,C,"",Nie korzystałam.,D,"",Nie korzystałam.,E,"",Ocena pozytywna.,F,"",Ocena negatywna.,G,"",Ocena pozytywna.,H,"",Nie korzystałam.,I,"",Nie korzystałam.,J,"",Nie korzystałam.,K,"",Nie korzystałam.,L,"",Nie korzystałam.,M,"",Nie korzystałam.,"","","Szkolenia, kursy podnoszące kwalifikacje zawodowe.",D,"","",C,"","",A,"","","","",Zmniejszenie cen biletów komunikacji miejskiej.
Joanna Kasicka,JoaKas02,A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",B,"","",B,"","",B,"",Źródło dochodu emerytura.,B,"",Źródło dochodu emerytura.,A,Od marca 2022,"",A,Od marca 2022,"",I,Osiągnięcie wieku emerytalnego,"",I,Osiągnięcie wieku emerytalnego,"",C,"","",C,"","",C,"","",C,"","",K,"","",F,"","","","",Podwyżka cen żywności i usług oraz lekarstw.,I,"","","","",Nie podejmowałam żadnych działań ze względy na stan zdrowia.,A,"","",B,"","",C,"","",D,"","",E,"","",F,"","",G,"","",H,"","",I,"","",J,"","",K,"","",L,"","",M,"","","","","","","","","","","","","","","","",""
Joanna Kasicka,JoaKas03,A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",B,"","",B,"","",B,Renta i dodatek mieszkaniowy,"",B,Renta i dodatek mieszkaniowy,"",B,"","",B,"","",C,Niepełnosprawność,"",C,Niepełnosprawność,"",D,"","",D,"","",C,"","",C,"","",L,"","",ACFJ,"","","","",Znaczny wzrost cen produktów i usług np. fryzjerstwo.,A,"","","","",Brak kwalifikacji odpowiednich kursów np. księgowych oraz stan zdrowia.,A,"","",B,"","",C,"","",D,"","",E,"","",F,"","",G,"","",H,"","",I,"","",J,"","",K,"","",L,"","",M,"","","","",Ustabilizowanie cen żywności. Zwiększenie pomocy finansowej.,BD,Minimalne przekroczenie progu dochodowego MOPS. Boją się oceny sąsiadów.,"",C,"","",A,"","","","",Lepiej płatne staże często osoby na stażu wykonują pracę jak etatowy pracownik a płacone ma znacznie mniej. Szerszy dostęp do ofert szkoleniowych. 
Joanna Kasicka,JoaKas04,A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",B,"","",B,"","",B,"",Źródło dochodu emerytura.,B,"",Źródło dochodu emerytura.,A,Od marca 2022,"",A,Od marca 2022,"",I,Osiągnięcie wieku emerytalnego,"",I,Osiągnięcie wieku emerytalnego,"",C,"","",C,"","",C,"","",C,"","",K,"","",F,"","","","",Podwyżka cen żywności i usług oraz lekarstw.,I,"","","","",Nie podejmowałam żadnych działań ze względy na stan zdrowia.,A,"",Ocena pozytywna.,B,"",Nie korzystałam.,C,"",Nie korzystałam.,D,"",Nie korzystałam.,E,"",Ocena pozytywna.,F,"",Nie korzystałam.,G,"",Ocena pozytywna.,H,"",Nie korzystałam.,I,"",Nie korzystałam.,J,"",Ocena pozytywna,K,"",Nie korzystałam.,L,"",Nie korzystałam.,M,"","","","",Podwyżki emerytury do kwoty 2500 netto. Oraz pomoc żywnościowa BŻK.,G,Nie zna ,"",C,"","",A,"","","","",Nagłośnienie skali  potrzebnej pomocy.
Joanna Kasicka,JoaKas05,B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",B,"","",B,"","",A,Zasiłki celowe i okresowe MOPS,"",A,Zasiłki celowe i okresowe MOPS,"",C,"","",C,"","",F,"","",F,"","",F,"","",F,"","",A,"","",A,"","",K,"","",ABCD,"","","","",Ubóstwo stany depresyjne.,ACDE,"","","","",Brak dostępnych kursów podnoszących kwalifikacje bezpłatnych.,A,"",Ocena pozytywna.,B,"",Ocena pozytywna.,C,"",Nie korzystałem.,D,"",Nie korzystałem.,E,"",Ocena pozytywna.,F,Brak konkretnych ofert pracy.,Ocena negatywna.,G,"",Ocena pozytywna.,H,"",Nie korzystałem.,I,"",Nie korzystałem.,J,"",Ocena pozytywna.,K,"",Nie korzystałem.,L,"",Nie korzystałem.,M,"","","","",Bezpłatne kursy m.in. prawo jazdy oraz kursy komputerowe.,G,"","",A,Słyszał określenie rewitalizacja.,"",A,"","","","",""
Joanna Kasicka,JoaKas06,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",C,Mieszka z córką niepełnoletnią,"",C,Mieszka z córką niepełnoletnią,"",C,Mieszka z córką niepełnoletnią,"",C,Mieszka z córką niepełnoletnią,"",C,Mieszka z córką niepełnoletnią,"",C,Mieszka z córką niepełnoletnią,"",B,"","",B,"","",A,"","",A,"","",A1,1 osóba córka,"",A1,1 osóba córka,"",B1,"","",B1,"","",B,"","",B,"","",A,"",Na skutek choroby niepełnosprawność.,A,"",Na skutek choroby niepełnosprawność.,F,"","",A,"","",K,"","",AC,"","","","",Brak możliwości dodatkowej edukacji dla córki.,AD,"","","","",Ze względu na nawracającą depresje która wyłącza mnie z życia.,A,"",Ocena pozytywna.,B,"",Nie korzystałam.,C,"",Nie korzystałam.,D,"",Nie korzystałam.,E,"",Ocena pozytywna.,F,"",Nie korzystałam.,G,"",Ocena pozytywna.,H,"",Nie korzystałam.,I,"",Nie korzystałam.,J,"",Nie korzystałam.,K,"",Nie korzystałam.,L,"",Nie korzystałam.,M,"","","","",Skuteczne wyjście z depresji.,"","","",G,"",Nie znam,C,"","",A,"",Zapisujemy odpowiedź: MOPS mógłby informować o Banku Żywności oraz lokalnych stowarzyszeniach udzielających pomoc. Dostając skierowanie do Stowarzyszenia MAYDAY pomoc żywnościową nie wiedziałam nic o tym programie również pracownik socjalny nic nie wspomniał o prowadzonych w ramach programu warsztatach.
Joanna Kasicka,JoaKas06,A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",A,"","",A,"","",A4,"","",A4,"","",B2,"","",B2,"","",B,"","",B,"","",H,Nie chciała odpowiedzieć na pytanie.,"",H,Nie chciała odpowiedzieć na pytanie.,"",B,"","",A,"","",M,"","",CDFI,"","","","","Konieczność zrezygnowania z wielu rzeczy m.in. urlop, rozrywka.",A,"","","","",Przez pandemię COVID 19 który wywołał więcej problemów.,A,"",Ocena pozytywna.,B,"",Nie korzystałam.,C,"",Nie korzystałam.,B,"",Nie korzystałam.,E,"",Ocena pozytywna.,F,"",Ocena pozytywna.,G,"",Ocena pozytywna.,H ,"",Nie korzystałam.,I,"","Nie korzystała,.",J,"",Nie korzystałam.,K,"",Nie korzystałam.,L,"",Nie korzystałam.,M,"",Nie korzystałam.,"","",Praca stała z dużym dochodem lub więcej zleceń.,A,"","",C,"","",A,"","",B,"",""
Joanna Kasicka,JoaKas08,A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",B,"","",B,"","",C,"","",C,"","",A,"","",A,"","",D,"","",D,"","",C,"","",C,"","",L,"","",ACD,"","","",Sprzęt AGD,Nie mogę sobie pozwolić na zakup nowego wyposażenia kuchni.,A,"","","",Trudności w poruszaniu (balkonik),Lokalizacja daleko od miejsca zamieszkania.,A,"",Ocena pozytywna.,B,"",Ocena pozytywna.,C,"",Nie korzystałam.,D,"",Nie korzystałam.,E,"",Ocena pozytywna.,F,"",Nie korzystałam.,G,"",Ocena pozytywna.,H,"",Nie korzystałam.,I,"",Nie korzystałam.,J,"",Nie korzystałam.,K,"",Nie korzystałam.,L,"",Nie korzystałam.,M,"","","","",Wzrost dochodu lub ustabilizowanie cen żywności.,A,"Przekracza próg dochodowy o 2,50zł.","",C,"","",A,"","","","",Wprowadzenie skuteczniejszych form pomocy oferowanych przez MOPS. Pracownicy socjalni powinni wykazywać się większą empatią do osób potrzebujących.
Joanna Kasicka,JoaKas09,A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",B,"","",B,"","",B,"","",B,"","",C,"","",C,"","",A,"","",A,"","",A,"","",A,"","",B,"","",B,"","",K,"","",ACDEF,"","","","",Wstyd przed sąsiadami rodziną.,ADE,"","","","","Wysokie koszty leczenia na które mnie nie stać. Mała oferta pomocowa bezpłatnych kursów, szkoleń.",A,"",Ocena negatywna.,B,"",Ocena pozytywna.,C,"",Nie korzystałam.,D,"",Nie korzystałam.,E,"",Ocena pozytywna.,F,"",Ocena negatywna.,G,"",Ocena pozytywna.,H,"",Nie korzystałam.,I,"",Nie korzystałam.,J,"",Nie korzystałam.,K,"",Nie korzystałam.,L,"",Nie korzystałam.,M,"","","","",Dodatkowe źródło dochodowe. Zdobycie kwalifikacji.,G,"",Nie znam,C,"","",A,"","","","",""
Joanna Kasicka,JoaKas06,A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",A,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",B,"","",A1,"","",A1,"","",B1,"","",B1,"","",C,"","",C,"","",A,"","",A,"","",F,"","",B,"","",K,"","",ACFJ,"","","","",Brak możliwości spełnienia potrzeb dziecka przez co jest wyśmiewane wśród rówieśników. ,A,"","","","",Trudno jednoznacznie powiedzieć zbieg różnych sytuacji. M.im sytuacja COVID,A,"",Ocena pozytywna.,B,"",Ocena pozytywna.,C,"",Nie korzystałam.,D,"",Nie korzystałam.,E,"",Ocena pozytywna.,F,"",Ocena negatywna.,G,"",Ocena pozytywna.,H,"",Nie korzystałam.,I,"",Nie korzystałam.,J,"",Nie korzystałam.,K,"",Ocena pozytywna.,L,"",Nie korzystałam.,M,"","","","",Dochód wystarczający na opłaty i przyjemności.,D,Ocena środowiska,"",A ,"","",C,"","","","",Nic nie chcę dodać.
